"expression_fold"	"distance"
0.275418242905289	0.210441285744309
0.594556600321084	1.54350716271438
0.0135861067101359	3.41650940827094
-0.820765551645309	3.50558855454437
0.934768668375909	1.52688285219483
-0.219977661035955	3.76841038349085
0.788982826750726	3.56831926153973
-0.399164020083845	0.132504609646276
-0.440735854208469	0.111983806127682
-0.935437356587499	2.64433952514082
-0.582067499868572	1.91021114471368
-0.981947429012507	1.283807734726
-0.0589544316753745	0.544583274750039
-0.25273758918047	3.68872144608758
0.794745212886482	1.44159400369972
-0.572451842483133	2.67851360258646
0.63792916527018	1.7984203598462
-0.628369187470526	3.16990812891163
0.435456620063633	0.618403307162225
-0.236778423655778	2.42383032338694
-0.688623500522226	2.35044283093885
0.0178479086607695	0.889635297935456
0.22742373123765	4.60762381320819
-0.84772998187691	4.01234066230245
0.411436866503209	2.04085811623372
-0.847873928956687	1.27146043116227
-0.196585027966648	2.3125843226444
-0.276183224283159	2.10383888683282
-0.01096320617944	3.28485187725164
-0.804839888121933	4.26342503749765
