"expression_fold"	"distance"
-2.7464649528265	2.98425114247948
-2.22009593015537	1.59278553444892
-0.393903901567683	0.955273333238438
-5.31864923168905	4.40477490075864
-2.10588820185512	2.00558661948889
-1.16581550636329	1.61936054588296
-5.89501930889674	4.99013470602222
-4.43193585728295	4.04364733607508
-5.57718095905147	4.98537047184072
-2.44431310519576	3.32205481827259
-2.53028485737741	3.25033792294562
-0.90713342349045	1.01892182021402
-4.0532799072098	3.99671282735653
-0.579624736681581	1.25836441060528
-3.35364546184428	2.51003211946227
0.563367061782628	0.141130052506924
-1.92292601848021	2.81727329827845
-0.444878247566521	0.409490237943828
-3.91391605720855	3.18164241616614
-0.379590214695781	1.37518523959443
-1.15592355956323	1.65713041438721
-3.62159382482059	3.51157026016153
-3.51060608192347	4.49606086709537
-1.94544279319234	2.62871795915999
-5.19235293916427	4.90851952577941
-1.60036167409271	1.65574844460934
-4.48778640385717	4.22697649104521
-5.09175205649808	4.32904220884666
-1.51978812972084	0.579979422036558
-0.424287667730823	1.22361746500246
