#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentExponential.t:simualted" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ExponentialGrowth.t:simualted" spec="beast.evolution.tree.coalescent.ExponentialGrowth">
#                <parameter id="ePopSize.t:simualted" name="popSize">0.3</parameter>
#                <parameter id="growthRate.t:simualted" name="growthRate">3.0E-4</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:simualted" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:simualted">
#                    <taxonset id="TaxonSet.simualted" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ePopSizePrior.t:simualted" name="distribution" x="@ePopSize.t:simualted">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <prior id="GrowthRatePrior.t:simualted" name="distribution" x="@growthRate.t:simualted">
#            <LaplaceDistribution id="LaplaceDistribution.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mu">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.01" name="scale">30.701135</parameter>
#            </LaplaceDistribution>
#        </prior>
#        <prior id="KappaPrior.s:simualted" name="distribution">
#            <parameter id="kappa.s:simualted" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.02" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.03" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@simualted" id="treeLikelihood.simualted" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:simualted">
#            <siteModel id="SiteModel.s:simualted" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:simualted" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:simualted" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:simualted" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:simualted" kappa="@kappa.s:simualted" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:simualted" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:simualted" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="ExponentialRelaxedClock.c:simualted" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:simualted">
#                <Exponential id="Exponential.c:simualted" name="distr">
#                    <parameter id="UCExpLambda.c:simualted" name="mean">1.0</parameter>
#                </Exponential>
#                <rateCategories dimension="20" id="expRateCategories.c:simualted" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucedMean.c:simualted" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-11266.315534730253	-11226.14597382182	-40.16956090843324	-11226.14597382182	4.133976656498115	2.0	1.5570787756430764	1.228237919947441	1.05364550138593	-35.390704073171165	0.3	3.0E-4	0.25	0.25	0.25	0.25
1000	-3044.713119914223	-3054.028299989423	9.315180075199953	-3054.028299989423	0.036089353114836575	2.0	0.13464890857354267	0.05434539251865805	0.9092387470543123	13.669911562367277	0.17868872912217615	-2.885968284575373	0.25	0.25	0.25	0.25
2000	-3020.455011053627	-3042.5136485655344	22.058637511907534	-3042.5136485655344	0.01590185711942774	2.0	0.21448990833128748	0.07456733144337535	0.9279397447877357	25.207968737115884	0.05561460402267633	1.7151621371341432	0.25	0.2577517715523682	0.24224822844763177	0.25
3000	-3008.7570939673574	-3042.0077989572637	33.25070498990614	-3042.0077989572637	0.012955869479085082	1.378289522647584	0.29643782329784024	0.43738240239791937	1.1184672954430908	34.81463206087257	0.01468920172968579	1.7385711137489914	0.25	0.2577517715523682	0.24224822844763177	0.25
4000	-3006.7044903737587	-3043.594269175346	36.889778801587255	-3043.594269175346	0.016348742095771206	1.378289522647584	0.31064137722699414	0.9193284536399688	1.0636079840682007	38.442720604195465	0.01294879615049866	5.273025674138907	0.24103144594674267	0.26672032560562553	0.24224822844763177	0.25
5000	-3012.030948936728	-3044.6317691110035	32.60082017427577	-3044.6317691110035	0.006051305022839655	1.378289522647584	0.47677384258138444	0.4992711100579383	1.12878750853353	33.75419961079964	0.008518193938548704	5.863596300924881	0.24103144594674267	0.26672032560562553	0.24224822844763177	0.25
6000	-3006.061545170119	-3043.4759969840184	37.41445181389898	-3043.4759969840184	0.0036567260479345824	1.378289522647584	0.734033478064513	0.2862858964480703	0.7815502745331371	38.743977111904144	0.010623050612645997	4.491991613293931	0.25107613211277185	0.26672032560562553	0.23220354228160256	0.25
7000	-3002.0491882168117	-3042.3103445296047	40.26115631279309	-3042.3103445296047	0.004631836055515491	1.378289522647584	0.8302325852358329	0.8603310545288715	0.9425142583561837	40.59408483179638	0.0038214555584802543	5.284021364664309	0.25107613211277185	0.26672032560562553	0.23220354228160256	0.25
8000	-3003.077179313409	-3054.037496764555	50.960317451145656	-3054.037496764555	0.003029636092991769	1.378289522647584	1.3495564446710024	1.6105744596508889	0.8325849363418472	51.03897715955623	0.0025359998800090528	10.06647797256884	0.25107613211277185	0.26672032560562553	0.23220354228160256	0.25
9000	-2996.998370102913	-3043.9909531462613	46.992583043348276	-3043.9909531462613	0.0018927697098597373	1.378289522647584	1.340063019830813	1.1469662847862865	0.7914288555590556	46.892240348166624	0.0019906148476721104	12.005009836134766	0.25107613211277185	0.26672032560562553	0.23220354228160256	0.25
10000	-2995.800986464155	-3042.9858151952544	47.18482873109954	-3042.9858151952544	0.0022640442040998813	1.0663697812903776	1.2385823690721713	1.3424654803046068	1.0383260640621754	47.266272894553644	0.0034991274991239695	4.075097379781056	0.25107613211277185	0.26672032560562553	0.23220354228160256	0.25
11000	-3004.527281584587	-3045.642493655022	41.115212070434865	-3045.642493655022	0.004492994031518391	1.0663697812903776	0.8273404480577942	1.1249930143605444	1.112141689995356	41.61462486800521	0.005511643357737405	2.958173412542897	0.25107613211277185	0.26672032560562553	0.23220354228160256	0.25
12000	-3001.972862471856	-3044.5634652647	42.590602792844	-3044.5634652647	0.004207312581586308	1.0663697812903776	0.9427535720399584	1.2662043186912646	0.9690689259579862	43.013829921241594	0.0048810281007072185	4.349588317577609	0.25107613211277185	0.26672032560562553	0.23200844533144724	0.25019509695015535
13000	-2999.8759695508434	-3047.765125189293	47.8891556384498	-3047.765125189293	0.002123528583112614	1.026092984254349	1.185177253368747	1.1465113961011344	0.941343357583992	48.09371966613549	0.004279187331367899	2.1360174061912685	0.25107613211277185	0.2696118467103797	0.23200844533144724	0.24730357584540116
14000	-2999.9670082099187	-3046.8842438965557	46.91723568663694	-3046.8842438965557	0.006717899353236857	1.026092984254349	0.9468475661387111	0.7809375794657549	0.8402595757605646	46.87594602868122	0.003313146976095056	2.4433647584912084	0.25107613211277185	0.2660132229822886	0.23200844533144724	0.25090219957349225
15000	-3007.0154737495236	-3054.7609794291025	47.74550567957895	-3054.7609794291025	0.0034445918377314353	1.5157774071262666	1.194961790783685	1.1550270333909607	0.9622259012505534	47.727485618408096	0.002938647073451694	0.8349631530481436	0.25107613211277185	0.2660132229822886	0.23200844533144724	0.25090219957349225
16000	-2993.12620051532	-3045.5056735438397	52.37947302851992	-3045.5056735438397	0.0026286992665106057	0.835841055885318	1.3996321187855256	1.4167845339074328	0.9459366345570327	51.70439664802586	0.0019488792202997372	1.2339626675894668	0.25107613211277185	0.2660132229822886	0.23200844533144724	0.25090219957349225
17000	-3000.9224199820374	-3044.696390751241	43.77397076920371	-3044.696390751241	0.005428783826640182	0.9958981314224994	0.6187467232254612	1.791349778687415	1.2913608971505712	44.180818360304684	0.0048075891088833365	5.108212094952858	0.25107613211277185	0.2660132229822886	0.23200844533144724	0.25090219957349225
18000	-3000.6943028277196	-3042.0049854146687	41.31068258694887	-3042.0049854146687	0.004731675152334584	0.9958981314224994	0.7019733190189898	1.1553448444411862	1.0344174397425787	42.17201570486037	0.006845920026810686	8.209898709991286	0.25107613211277185	0.2660132229822886	0.23200844533144724	0.25090219957349225
19000	-2997.5918870307164	-3041.2950886842928	43.70320165357646	-3041.2950886842928	0.005221628629843422	0.9958981314224994	0.6733871926978021	1.2235819570120288	1.0840580828914934	43.95702927820179	0.003399648813632641	11.048993194601675	0.25107613211277185	0.2660132229822886	0.23895344733799348	0.243957197566946
20000	-2997.164792002517	-3040.7435333794	43.57874137688287	-3040.7435333794	0.0039054142085067395	0.9958981314224994	0.7814047672051516	1.6578287884314538	1.076952792320087	44.10993961378658	0.00460300413678432	10.261005119900535	0.25107613211277185	0.2660132229822886	0.23930281388141092	0.24360783102352856
21000	-3001.19875481278	-3044.1212190043675	42.922464191587466	-3044.1212190043675	0.004432326062345004	0.6773194878453617	0.6409828170785994	0.9173742687445617	0.9987674653022206	42.86911041139594	0.0028639250061805468	9.65235260725302	0.25107613211277185	0.2660132229822886	0.23930281388141092	0.24360783102352856
22000	-3001.1901306865147	-3038.2332907988844	37.04316011236947	-3038.2332907988844	0.0079240115219603	0.6773194878453617	0.5334990936057213	0.6080770917987645	0.9177645360474591	38.26396782951545	0.010993365259245996	7.474494789065087	0.25107613211277185	0.2660132229822886	0.23930281388141092	0.24360783102352856
23000	-3001.5374279446874	-3042.048036641618	40.51060869693062	-3042.048036641618	0.004751618689608219	1.2479261121223013	0.8060789976216868	1.1430870607322998	1.033479544437381	41.17968063215616	0.005113399399081182	8.290382441225852	0.25107613211277185	0.2660132229822886	0.23930281388141092	0.24360783102352856
24000	-3001.1402123206854	-3044.3365564795245	43.19634415883931	-3044.3365564795245	0.004229216858145857	1.2479261121223013	0.868436924961186	1.0157068367324635	0.961162334645772	43.878683549092706	0.00555405539736786	6.159831720301168	0.25692479723181383	0.2660132229822886	0.23930281388141092	0.2377591659044866
25000	-3004.2230524221327	-3045.077566710391	40.85451428825799	-3045.077566710391	0.006925734517294875	1.2479261121223013	0.48958692389740494	0.7588389164147515	1.2730053382064064	41.664997257198884	0.0053032528250588394	11.51262277664635	0.25692479723181383	0.2660132229822886	0.23930281388141092	0.2377591659044866
26000	-2996.6028413136387	-3040.8081777026996	44.205336389061024	-3040.8081777026996	0.00351163077499968	0.4277093048479043	0.8826298706494361	1.1601269240678633	1.0932720625603203	44.87027242780733	0.005733139340633588	9.881414267505631	0.24990580468436216	0.266400732345937	0.2459342970652142	0.2377591659044866
27000	-3005.5071446709517	-3043.037631980908	37.53048730995608	-3043.037631980908	0.005489447359305354	1.3203756289416757	0.6186439283603744	1.2647850968128962	1.2335134946386552	38.72791352255217	0.008576001977988756	7.735197024672724	0.24990580468436216	0.266400732345937	0.2459342970652142	0.2377591659044866
28000	-3006.836388417728	-3046.4564956489094	39.62010723118134	-3046.4564956489094	0.0029000223832804078	1.3203756289416757	1.0590693407290999	0.6370028153189791	0.8910511503001609	40.00245905341533	0.004000633003603008	6.121571314858706	0.24990580468436216	0.266400732345937	0.2459342970652142	0.2377591659044866
29000	-3005.0876801038644	-3043.6747141154697	38.58703401160518	-3043.6747141154697	0.0035383566877431397	1.3203756289416757	0.8783275742183654	0.676319352398956	0.9471599211581165	39.45199298617054	0.006991693864885833	3.798628207775713	0.24990580468436216	0.266400732345937	0.2459342970652142	0.2377591659044866
30000	-3000.128484051106	-3040.0308578828694	39.902373831763285	-3040.0308578828694	0.004756323758163293	1.5702521290841678	0.7607944622297574	0.8385119327610924	0.9163269257184554	40.829191944941634	0.00672894723777973	3.7165819558093864	0.24990580468436216	0.266400732345937	0.2459342970652142	0.2377591659044866
31000	-2998.697249435845	-3044.088166905005	45.39091746915996	-3044.088166905005	0.0037561113646756793	1.5702521290841678	0.9734262636708726	0.7280994890908181	0.8723041708103026	45.690628264527554	0.0033776701994768683	5.623896218910963	0.24990580468436216	0.266400732345937	0.2459342970652142	0.2377591659044866
32000	-2998.3866850123795	-3039.953253661629	41.56656864924955	-3039.953253661629	0.0049508182866471115	1.3047867747426944	0.5586649364917242	1.1167499483139487	1.3563150249191835	42.35153041154502	0.006524567844145877	3.660283448610177	0.24990580468436216	0.266400732345937	0.24934234202625202	0.23435112094344876
33000	-2991.308357267689	-3036.825492328063	45.517135060373725	-3036.825492328063	0.004407134096249809	1.1009890290499116	1.0534649294152691	0.9701579947108587	1.020104244597958	45.956643946187064	0.0051258969447502845	2.9431690344728536	0.24990580468436216	0.266400732345937	0.24934234202625202	0.23435112094344876
34000	-2995.1750674593686	-3041.934793743181	46.75972628381266	-3041.934793743181	0.0033042743124330003	1.1009890290499116	1.2212088015389375	1.2812326196311734	0.8231989864047746	46.88391024009731	0.004076608585078253	-0.2921271329255475	0.24990580468436216	0.266400732345937	0.24934234202625202	0.23435112094344876
35000	-2993.4114505944176	-3038.4231375794275	45.0116869850097	-3038.4231375794275	0.0028488607708988672	1.1009890290499116	1.069700783837861	0.9308521783366654	0.8990370305955276	45.122964677683036	0.003446825519207401	-5.047901244969623	0.24878906366024017	0.266400732345937	0.24934234202625202	0.23546786196757075
36000	-2990.263659239401	-3038.3857600320016	48.12210079260072	-3038.3857600320016	0.0028473681343948523	1.1009890290499116	0.9456077445817568	1.3618604448632061	0.9943772989281617	48.15098194477737	0.003124131995803145	-5.536069073309646	0.24654810646911562	0.26384179508074823	0.25158329921737654	0.23802679923275952
37000	-2992.0902239850598	-3039.7953368165877	47.70511283152803	-3039.7953368165877	0.0027697643504053134	1.1009890290499116	1.4061216517852966	0.9733925899648405	0.8088989356331273	47.81033291357391	0.0034413726709837398	-4.91053311230422	0.23982251196103582	0.26384179508074823	0.25158329921737654	0.24475239374083932
38000	-2995.3355288042617	-3041.933146933528	46.597618129266394	-3041.933146933528	0.004805274134679777	1.1009890290499116	1.0272018366999076	0.7811674729319295	0.8333799644780501	46.50898581020381	0.0024366843295381274	-9.558064453599412	0.23982251196103582	0.26384179508074823	0.25158329921737654	0.24475239374083932
39000	-2996.9959582710662	-3039.006110034956	42.01015176388956	-3039.006110034956	0.0036514540489702885	1.1009890290499116	0.7785419489292069	0.30476617492056657	0.7975436269605191	42.86435830693247	0.00638539856916173	-8.927560944880412	0.23982251196103582	0.26384179508074823	0.25158329921737654	0.24475239374083932
40000	-2998.09847460369	-3039.8991416460776	41.800667042387346	-3039.8991416460776	0.004902490363992668	1.1009890290499116	0.7542177762217075	0.7864110820088784	0.9414335063018826	42.3059379702786	0.00506733684939359	-5.312898090784992	0.23982251196103582	0.26384179508074823	0.25158329921737654	0.24475239374083932
41000	-2992.1789269038372	-3038.733761305577	46.55483440173978	-3038.733761305577	0.0018916664514875138	0.7263540153112474	1.3872508198025986	0.7822480448451777	0.6840777250273564	46.838319142387526	0.0025395150631547995	-23.397138058184936	0.23982251196103582	0.26384179508074823	0.25158329921737654	0.24475239374083932
42000	-2992.6340904971444	-3041.105289628251	48.47119913110663	-3041.105289628251	0.0014010457818054625	0.7263540153112474	1.937843011070049	1.6827546910823956	0.8248767943349911	48.8707628371949	0.004302481097629008	10.776681165636175	0.23982251196103582	0.26384179508074823	0.25158329921737654	0.24475239374083932
43000	-2994.245739846248	-3038.3681390163715	44.12239917012356	-3038.3681390163715	0.007334828294787906	0.7263540153112474	0.7327472703852749	1.825310615838853	0.9255540767874981	44.3422302449728	0.004024888524879707	7.306286565429357	0.24417933196709493	0.26384179508074823	0.24722647921131743	0.24475239374083932
44000	-3002.0932020509254	-3042.097576707398	40.00437465647252	-3042.097576707398	0.008992503149425946	0.7263540153112474	0.45316604825711887	0.2793150245197981	0.872186610812247	40.720100146408186	0.006244180926815973	9.048319669799685	0.24417933196709493	0.26384179508074823	0.24722647921131743	0.24475239374083932
45000	-3001.9873975555624	-3038.387440414511	36.400042858948396	-3038.387440414511	0.018452851270072915	0.7420678022863257	0.24798775356825858	0.27306798151305867	0.9214720654436864	38.30581905484525	0.005264092812675999	-50.71757325365927	0.24519387936718	0.26384179508074823	0.24621193181123235	0.24475239374083932
46000	-2991.8715089624957	-3036.1955805975995	44.32407163510368	-3036.1955805975995	0.008296554135288209	0.7420678022863257	0.626220875125198	0.8295182208697713	0.9200673409188729	44.645677027693395	0.0046834169336039885	-5.670106862922321	0.23270909919647692	0.26384179508074823	0.25869671198193545	0.24475239374083932
47000	-2990.607623383543	-3035.924489970232	45.31686658668906	-3035.924489970232	0.005376140750475806	0.7420678022863257	0.6782138381798994	0.6448557764645627	0.8085673894297889	45.45615234929123	0.0036554562860557495	-7.680644471827751	0.23270909919647692	0.26384179508074823	0.25869671198193545	0.24475239374083932
48000	-2991.283223992079	-3036.6673614470474	45.38413745496835	-3036.6673614470474	0.00517823789150916	0.7420678022863257	0.6680562400841763	1.17548375219368	1.0088937555552082	46.189212171892144	0.003693990879384833	-27.799173941990254	0.2431457532194162	0.26384179508074823	0.25869671198193545	0.23431573971790004
49000	-3001.168104169539	-3038.1724580388636	37.00435386932446	-3038.1724580388636	0.008210986880314726	0.7420678022863257	0.4645299008306259	1.1478896835338137	1.2413137133707286	38.232787155148046	0.0051658189123061134	-30.500945703592556	0.2562774414048822	0.2507101068952823	0.25869671198193545	0.23431573971790004
50000	-2991.871569596966	-3036.481582869634	44.610013272668304	-3036.481582869634	0.003492564344282287	0.7420678022863257	1.0559471780393825	0.7250674688043283	0.7811620991311238	45.13520587715292	0.0047550360385962085	11.456535166609239	0.24235137087507094	0.23573079435238073	0.2726227825117467	0.2492950522608016
51000	-2985.735386207392	-3034.564925073483	48.82953886609113	-3034.564925073483	0.002273916539173367	0.7420678022863257	1.8263419281744226	1.507045037772575	0.9728622044087775	48.42303547611638	0.0024292407366263255	3.4720764390853205	0.24235137087507094	0.23573079435238073	0.2726227825117467	0.2492950522608016
