"expression_fold"	"distance"
3.90867804409936	2.41219416959211
2.50311753572896	0.606809866148978
2.78576288931072	1.37335513252765
4.20532426261343	2.69348828005604
2.71746053826064	0.0757531728595495
2.39050979330204	0.969928250415251
4.55621453840286	3.0606168648228
2.22423532372341	0.981517597101629
2.15744245098904	0.153451731894165
6.4509437950328	4.18440886540338
4.05858740955591	2.17949909623712
6.5676009869203	4.34406481916085
6.65201167738996	3.6588563688565
3.9741343469359	1.88881028909236
1.47965854080394	0.19985873484984
6.03832431440242	4.37596596428193
5.09980916138738	2.44940591277555
4.76682111457922	2.72768280352466
4.47464433079585	2.84662641119212
3.77686435589567	0.965951206162572
4.53738620993681	3.18509446806274
3.0694401639048	1.95061782258563
5.68703772383742	4.51230737264268
5.96762484288774	4.07391534070484
5.85412484803237	4.03426366043277
2.55100803519599	1.4230605668854
1.60814595385455	0.552901875926182
4.49033267889172	2.13845965918154
4.64246141863987	3.5265653510578
4.43355958838947	3.42876192531548
