"expression_fold"	"distance"
4.24385600909591	3.67017193231732
2.09371984330937	2.56269859615713
2.79399808542803	3.77941999817267
1.81525342771783	1.00364087149501
2.992131767096	2.26298622204922
3.530426613288	3.48998646601103
1.03402036218904	0.937366056023166
1.96700789080933	1.35996794328094
3.17700185091235	3.6609182797838
2.03936852840707	1.16483202436939
0.483335692668334	1.09186064568348
0.218737912829965	1.09439108287916
0.0842287307605147	0.925717307254672
0.11412689788267	0.882398549001664
1.15227743494324	1.70052775996737
2.47788621578366	2.37169104395434
5.38629491208121	4.5582582289353
1.6406386597082	0.73716351063922
0.952331111067906	0.224453798728064
1.12797503895126	1.17425020202063
3.82232349086553	4.43385466467589
1.0219644990284	1.53690340346657
3.92560651293024	3.79929998656735
4.01365072908811	4.13649168913253
2.87773385643959	3.24650012888014
1.74031457467936	1.51930494350381
1.41399874049239	0.485531775048003
1.42992048943415	1.16119716549292
3.18399806087837	3.26295494334772
3.35574641497806	3.78185311332345
